name,opening_hours,address,location,phone_number,rating,price_level,isJapanese,isKorean,isChinese,isMalay,isIndian,isThai,isVietnamese,isWestern,isLocal,isItalian,isMiddleEastern,isInternational,isEuropean,isGerman,isBurmese,isFrench
Nalan Restaurant,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}]","13 Stamford Rd, #B2-54 Capitol Piazza, Singapore 178905",7,+65 6336 6404,3.9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NamNam - Plaza Singapura,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","68 Orchard Road, #01-55, Plaza, Singapore 238839",10,+65 6837 2252,3.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NamNam - Raffles City,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","252 North Bridge Rd, #B1-46/47, Singapore 179103",8,+65 6336 0500,3.7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nando's - Bugis Junction,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","200 Victoria St, Bugis Junction, #01-85 to 87, Singapore 188021",5,+65 6338 6555,4.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nando's - Plaza Singapura,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","#04 -10/11 Plaza Singapura, 68 Orchard Rd, Singapore 238839",10,+65 6337 2555,4.2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nanjing Impressions,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd, #04-46 51, Plaza, Singapore 238839",10,+65 6352 7877,4.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nihon Mura,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1130'}}]","2 Handy Rd, #B1-04 The Cathay, 229233, Singapore 229233",6,+65 6732 8197,3.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOKA,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1800'}}]","#07-38 Funan 109 North Bridge Road (Lift, Lobby A, Singapore 179097",9,+65 6877 4878,4.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Chang Kee - Funan Mall,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]","107 North Bridge Road #B2-K06 Funan Mall, Singapore 179105",9,+65 6612 0554,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Old Chang Kee - Plaza Singapura,,"68 Orchard Road, #B2-02, Plaza, Singapore 238839",10,+65 6341 9650,4.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Old Street Bak Kuh Teh,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}]","109 North Bridge Rd, Funan, Singapore 179097",9,+65 6759 1082,3.2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Osaka Ohsho - Raffles City,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1130'}}]","252 North Bridge Rd, #B1-75 Raffles City Shopping Centre, Singapore 179103",8,+65 6338 5584,3.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paddyfolks,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","107 North Bridge Rd, #02-37/38 Funan Mall, Singapore 179105",9,,4.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pang Pang Crepe,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","1 Sophia Rd, #01-11/12 Peace Centre, Singapore 228149",9,+65 6513 9690,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Dynasty at Funan,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1030'}}]","107 North Bridge Rd, #B1-01 Funan Mall, Singapore 179105",9,+65 6805 1642,4.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parklane Zha Yun Tun Mee House,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0930'}}]","91 Bencoolen St, #01-53, Singapore 189652",9,+65 6835 9212,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastamania - Singapore Management University,"[{'close': {'day': 1, 'time': '1645'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1645'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1645'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1645'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1645'}, 'open': {'day': 5, 'time': '1100'}}]","70 Stamford Rd, #B1-47 Li Ka Shing Library, Singapore 178901",5,+65 6338 6020,3.6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Patbingsoo Korean Dining House (Plaza Singapura),"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1130'}}]","68 Orchard Road, #B2-47 Plaza Singapura, Singapore 238839",10,+65 9181 3038,2.8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pho Saigon Vietnamese Cuisine,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}]","252 North Bridge Rd, #03-15 the Food Place, Singapore 179103",8,,4.7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pizza Hut Restaurant - Plaza Singapura,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Road, #B2-01, Plaza, Singapore 238839",10,+65 6334 3757,3.8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Place to R.E.A.D,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0300'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '1600'}}]","46A Prinsep St, Singapore 188676",8,+65 6333 0689,3.8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Playground Bistro,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1600'}}]","13 Stamford Road, #01-85 Capitol Piazza, Singapore 178906",7,+65 6384 3315,3.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PoMo Building.1, Selegie Road.Singapore.",,"1 Selegie Rd, Singapore 188306",9,+65 6337 7230,3.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Popeyes Louisiana Kitchen,"[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1100'}}]","2 Handy Rd, #B1-21/22 The Cathay, Singapore 229233",6,+65 6737 8252,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poulet,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]","252 North Bridge Rd, #B1-65/66 Raffles City Shopping Centre, Singapore 179103",8,+65 6336 3119,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Prego,"[{'close': {'day': 0, 'time': '1100'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '1030'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1030'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1030'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1030'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1030'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1100'}, 'open': {'day': 6, 'time': '0600'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1700'}}]","80 Bras Basah Rd, Singapore 189560",8,+65 6431 6156,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PS.Cafe at Raffles City,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0930'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0930'}}]","Raffles City Shopping Centre, 252 North Bridge Rd, #03-37, Singapore 179103",8,+65 8858 8728,4.1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PUTIEN Raffles City,"[{'close': {'day': 0, 'time': '1630'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1730'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1730'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1730'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1730'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1730'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1730'}}, {'close': {'day': 6, 'time': '1630'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1730'}}]","252 North Bridge Rd, #02-18 Raffles City Shopping Centre, Singapore 179103",8,+65 6336 2184,4.1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen's Brasserie Restaurant,,"12 Queen St, Singapore 188553",5,+65 6725 9988,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Quickbite Group Pte Ltd,,"2 Handy Rd, Singapore 229233",6,+65 6235 8831,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Real Thai - Raffles City,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1130'}}]","252 North Bridge Road, #B1-44F, Raffles City Shopping Centre, Singapore 179103",8,+65 6250 2065,4.2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red House Prinsep,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1700'}}]","68 Prinsep St, Singapore 188661",8,+65 6336 6080,4.1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Regal Restaurant Group,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1030'}}]","#01-, 49 Sunshine Terrace, Singapore 535718",9,,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
